lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,dns_check_pass,dns_resolves_to_ip,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash_matches_known_phish,high_lexical_similarity,page_fetch_success,no_login_form,no_brand_visual_claim,brand_token_or_logo_present,visual_brand_domain_mismatch,same_html_hash_domain_count_7d,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,extraction_status,dns_status,rdap_status,whois_status,http_status,tls_status,page_status,label
0.545455,2,0.545455,0,0,1,0,1,1,0,0,6,-1,419,311,6,-1,0,1,1,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,49,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,30,335,6,-1,0,1,1,28,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.486486,3,0.486486,0,0,1,0,1,1,0,0,6,-1,9891,336,8,-1,0,1,1,42,-1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.315789,2,0.315789,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,34,-1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,455,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.666667,2,0.666667,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,1,1,1,33,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.5,1,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,53,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,1,1,1,34,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.6,3,0.6,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1833,358,6,6,1,1,1,15,-1,1,2,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.62069,1,0.62069,0,0,1,0,1,1,0,0,6,-1,5142,336,6,-1,1,1,1,58,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,success,empty,0
0.6,2,0.6,0,0,1,0,1,1,0,0,6,-1,1125,336,6,-1,0,1,1,6,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.315789,2,0.421053,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,invalid,success,0
0.434783,2,0.434783,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,29,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,421,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,success,success,success,0
0.592593,3,0.592593,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,26,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,error,success,success,success,0
0.461538,3,0.461538,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,25,-1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,error,success,success,success,0
0.608696,3,0.608696,0,0,1,0,1,1,0,0,6,-1,30,335,6,-1,1,0,0,-1,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.545455,2,0.545455,0,0,1,0,1,1,0,0,6,-1,26,1070,6,-1,1,1,0,-1,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_401,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,7699,336,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,3681,336,8,-1,1,1,1,155,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.555556,3,0.555556,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,33,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.454545,1,0.454545,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,success,empty,0
0.608696,2,0.608696,0,0,1,0,1,1,0,0,6,-1,4047,336,6,-1,1,1,1,49,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,201,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.571429,3,0.571429,0,0,1,0,1,1,0,0,8,-1,2344,213,6,-1,0,1,1,26,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,26,339,6,-1,1,1,1,26,-1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.615385,3,0.615385,0,0,1,0,1,1,0,0,6,-1,30,335,4,-1,0,1,1,16,-1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.380952,4,0.380952,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,success,success,success,0
0.315789,2,0.315789,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,34,-1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,455,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.5,3,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,32,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.5,1,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,24,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.4,3,0.4,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,error,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,8150,616,8,-1,1,1,1,332,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.571429,1,0.571429,0,0,1,0,1,1,0,0,6,-1,26,339,4,-1,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_436,error,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,4410,338,8,-1,1,1,1,19,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,6,-1,1855,336,6,6,0,1,1,204,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.538462,3,0.538462,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,0,1,1,34,-1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2217,339,6,6,0,1,1,61,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,118,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,partial,success,rate_limited,success,success,invalid,success,0
0.434783,2,0.434783,0,0,1,0,1,1,0,0,6,-1,391,339,8,-1,1,1,1,27,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.380952,5,0.380952,0,0,1,0,1,1,0,0,6,-1,34,331,4,6,1,1,1,34,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,46,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_404,success,success,0
0.56,2,0.56,0,0,1,0,1,1,0,0,6,-1,1232,229,4,8,1,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,26,339,4,-1,1,1,1,26,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.588235,2,0.588235,0,0,1,0,1,1,0,0,6,-1,30,335,6,8,1,1,1,30,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.628571,2,0.628571,0,0,1,0,1,1,0,0,6,-1,4047,336,8,-1,1,1,1,311,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.461538,2,0.461538,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,error,success,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,8,1,1,1,32,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,partial,success,rate_limited,success,success,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,success,empty,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,26,339,8,8,0,1,1,26,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.571429,3,0.571429,0,0,1,0,1,1,0,0,6,-1,26,339,4,-1,1,1,1,26,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.526316,2,0.526316,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,6,0,1,1,25,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,161,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.555556,3,0.555556,0,0,1,0,1,1,0,0,8,-1,2948,339,6,8,0,1,1,58,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,106,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,partial,success,rate_limited,error,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2217,339,6,6,0,1,1,30,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.5,1,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,error,success,0
0.470588,2,0.470588,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,0,1,1,26,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,8,0,1,1,26,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,phishing,visual brand match on unauthorized domain,partial,success,unavailable,error,http_502,success,success,1
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,10254,337,4,-1,1,1,1,28,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,421,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.705882,1,0.705882,0,0,1,0,1,1,0,0,6,-1,26,339,6,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,error,empty,0
0.424242,2,0.424242,0,0,1,0,1,1,0,0,6,-1,25,340,6,6,0,1,1,25,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.380952,4,0.380952,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,120,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,success,success,success,0
0.6,2,0.6,0,0,1,0,1,1,0,0,6,-1,250,115,6,-1,1,1,1,1,-1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.6,2,0.6,0,0,1,0,1,1,0,0,8,-1,8288,478,6,6,0,1,1,96,-1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.521739,2,0.521739,0,0,1,0,1,1,0,0,6,-1,26,339,6,6,0,1,1,25,-1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,27,704,-1,-1,1,1,1,27,-1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.521739,2,0.521739,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,0,1,1,7,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,success,success,success,0
0.631579,2,0.631579,0,0,1,0,1,1,0,0,6,-1,391,339,6,-1,1,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,error,success,0
0.645161,1,0.645161,0,0,1,0,1,1,0,0,6,-1,1490,702,8,-1,1,1,1,89,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.315789,2,0.421053,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,http_530,invalid,success,0
0.580645,4,0.580645,0,0,1,0,1,1,0,0,6,-1,26,339,8,-1,1,1,1,22,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_404,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2586,336,6,-1,1,1,1,1,-1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.375,3,0.375,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,error,success,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,6,-1,34,331,4,-1,1,1,0,-1,-1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,invalid,success,0
0.518519,5,0.518519,0,0,1,0,1,1,0,0,6,-1,418,312,6,6,0,1,1,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,49,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,26,705,6,-1,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.444444,3,0.444444,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,invalid,empty,0
0.4,2,0.4,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,0,1,1,30,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1490,702,8,-1,1,1,1,36,-1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.454545,4,0.454545,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,9,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.521739,3,0.521739,0,0,1,0,1,1,0,0,6,-1,390,340,4,-1,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.571429,2,0.571429,0,0,1,0,1,1,0,0,6,-1,395,335,8,-1,1,1,1,26,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.470588,1,0.470588,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,1,1,1,25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,http_403,success,success,0
0.5,3,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,6603,702,8,-1,1,1,1,216,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.428571,2,0.428571,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,106,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,success,success,success,0
0.444444,3,0.444444,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,0,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.571429,3,0.571429,0,0,1,0,1,1,0,0,-1,-1,27,339,-1,-1,0,1,1,27,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.6,2,0.6,0,0,1,0,1,1,0,0,6,-1,1745,81,4,8,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.526316,3,0.526316,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,26,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,http_403,success,success,0
0.5625,3,0.5625,0,0,1,0,1,1,0,0,6,-1,6698,242,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,56,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1490,336,6,-1,0,1,1,70,-1,1,2,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
