lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,dns_check_pass,dns_resolves_to_ip,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,favicon_similarity_score,logo_similarity_score,html_dom_similarity_score,high_lexical_similarity,page_fetch_success,no_login_form,no_brand_visual_claim,brand_token_or_logo_present,visual_brand_domain_mismatch,same_html_hash_domain_count_7d,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,extraction_status,dns_status,rdap_status,whois_status,http_status,tls_status,page_status,label
0.32,2,0.428571,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,error,http_403,invalid,success,0
0.32,2,0.428571,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,error,http_403,invalid,success,0
0.571429,2,0.571429,0,0,1,0,1,1,0,0,8,-1,27,338,8,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5156,0,0,0,1,0,0,14,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.48,2,0.48,0,0,1,1,1,1,0,0,8,-1,315,50,8,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,error,empty,0
0.5,2,0.5,0,0,1,1,1,1,0,0,6,-1,2289,3555,8,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,1,0,1,4,1,1,0,0,6,-1,10228,364,-1,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.4375,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.454545,2,0.454545,0,0,1,0,1,1,0,0,6,-1,304,61,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.454545,2,0.454545,0,0,1,0,1,1,0,0,6,-1,304,61,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,1,0,1,1,1,1,0,0,8,-1,3041,610,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.3438,0.0,0.5156,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,rate_limited,success,http_403,invalid,success,0
0.48,3,0.48,0,0,1,1,1,1,0,0,6,-1,46,319,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5938,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.451613,2,0.451613,0,0,1,0,1,1,0,0,6,-1,314,51,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.451613,2,0.451613,0,0,1,0,1,1,0,0,6,-1,314,51,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1698,128,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.75,0.0,0.6406,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.5,3,0.5,0,0,1,1,1,1,0,0,6,-1,2289,3555,8,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.666667,3,0.666667,0,0,1,1,1,1,0,0,8,-1,4505,607,8,-1,0,1,1,58,-1,1,1,0,1,0,0,0,0,0,0,0.5,0.0,0.5156,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.551724,3,0.551724,0,0,1,1,1,1,0,0,8,-1,35,330,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.588235,3,0.588235,0,0,1,0,1,1,0,0,6,-1,33,332,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5156,0,0,0,1,0,0,14,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.48,3,0.48,0,0,1,1,1,1,0,0,6,-1,159,206,8,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.625,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,0,1,1,0,0,6,-1,42,323,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,0,1,1,0,0,6,-1,42,323,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,2,1,1,0,0,8,-1,2643,279,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5938,0.0,0.6719,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,6,-1,43,322,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.6562,0.0,0.5469,0,0,0,1,0,0,14,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.666667,2,0.666667,0,0,1,1,1,1,0,0,8,-1,3672,345,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.6,2,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.4,2,0.4,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,http_403,invalid,success,0
0.666667,1,0.666667,0,0,1,1,1,1,0,0,6,-1,3814,204,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.454545,3,0.454545,0,0,1,3,1,1,0,0,8,-1,11226,395,8,-1,0,1,1,14,-1,1,0,0,1,0,0,0,0,0,0,0.5938,0.0,0.5469,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.6,3,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.592593,2,0.592593,0,0,1,0,1,1,0,0,6,-1,55,310,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5312,0,0,0,1,0,0,14,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,60,305,6,8,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.4688,1,0,0,1,0,0,14,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.105263,2,0.105263,0,0,1,1,1,1,0,0,6,-1,751,2901,4,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,error,empty,0
0.571429,3,0.571429,0,0,1,0,1,1,0,0,6,-1,5310,-1,-1,-1,0,1,1,40,-1,1,2,1,1,1,0,1,0,0,0,0.5625,0.0,0.5469,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,1,0,1,1,1,1,0,0,8,-1,9197,1395,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.666667,2,0.666667,0,0,1,1,1,1,0,0,8,-1,9197,1395,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5156,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.413793,2,0.413793,0,0,1,0,1,1,0,0,6,-1,68,297,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.4,2,0.4,0,0,1,1,1,1,0,0,8,-1,2041,150,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5312,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,1,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.4375,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.6,3,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.666667,3,0.666667,0,0,1,1,1,1,0,0,8,-1,4505,607,8,-1,0,1,1,58,-1,1,1,0,1,0,0,0,0,0,0,0.5,0.0,0.5156,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.444444,2,0.444444,0,0,1,0,1,1,0,0,6,-1,82,283,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.6562,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.444444,2,0.444444,0,0,1,0,1,1,0,0,6,-1,82,283,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.6562,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.666667,3,0.666667,0,0,1,1,1,1,0,0,8,-1,4505,607,8,-1,0,1,1,58,-1,1,1,0,1,0,0,0,0,0,0,0.5,0.0,0.5156,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.85,0,0.85,0,0,0,1,1,1,0,0,6,-1,2944,709,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.4375,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,unavailable,success,http_403,invalid,success,0
0.64,2,0.64,0,0,1,1,1,1,0,0,4,-1,210,886,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.615385,2,0.615385,0,0,1,2,1,1,0,0,6,-1,11047,2469,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.5,3,0.5,0,0,1,0,1,1,0,0,6,-1,85,280,6,6,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,error,empty,0
0.6,1,0.6,0,0,1,1,1,1,0,0,6,-1,3426,591,8,-1,1,1,1,5,-1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4688,0,0,1,1,0,0,3,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_404,success,success,0
0.666667,1,0.666667,0,0,1,0,1,1,0,0,8,-1,361,4,6,-1,0,1,1,31,-1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5625,0,0,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.615385,2,0.615385,0,0,1,1,1,1,0,0,6,-1,5110,3,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.6,3,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.6,2,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.545455,2,0.545455,0,0,1,0,1,1,0,0,6,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,http_403,invalid,success,0
0.545455,2,0.545455,0,0,1,0,1,1,0,0,6,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,http_403,invalid,success,0
0.6,3,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.6,1,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.5,3,0.5,0,0,1,2,1,1,0,0,6,-1,607,854,8,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,invalid,empty,0
0.85,0,0.85,1,0,1,1,1,1,0,0,8,-1,7342,327,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,1,1,1,0,0,8,-1,111,254,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,1,1,1,0,0,8,-1,111,254,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,1,1,1,0,0,8,-1,111,254,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,1,1,1,0,0,8,-1,111,254,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,1,1,1,0,0,8,-1,111,254,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.571429,3,0.571429,0,0,1,1,1,1,0,0,8,-1,111,254,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.62069,2,0.62069,0,0,1,0,1,1,0,0,4,-1,258,107,4,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.666667,2,0.666667,0,0,1,1,1,1,0,0,8,-1,9197,1395,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5156,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.538462,3,0.538462,0,0,1,0,1,1,0,0,6,-1,4926,1283,6,-1,0,1,0,-1,-1,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0.4844,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,invalid,success,0
0.6,2,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.6,3,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.6,1,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,0,0,0,3,1,1,0,0,6,-1,2889,33,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.625,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.666667,3,0.666667,0,0,1,1,1,1,0,0,8,-1,4505,607,8,-1,0,1,1,58,-1,1,1,0,1,0,0,0,0,0,0,0.5,0.0,0.5156,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.666667,2,0.666667,0,0,1,1,1,1,0,0,8,-1,9197,1395,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5156,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.666667,3,0.666667,0,0,1,1,1,1,0,0,8,-1,4505,607,8,-1,0,1,1,58,-1,1,0,0,1,0,0,0,0,0,0,0.5,0.0,0.5469,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.444444,3,0.444444,0,0,1,0,1,1,0,0,6,-1,468,261,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,1,0,1,1,1,1,0,0,6,-1,5110,3,8,-1,1,1,1,15,-1,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.5781,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.85,0,0.85,1,0,1,1,1,1,0,0,6,-1,5110,3,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.4375,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.666667,3,0.666667,0,0,1,1,1,1,0,0,8,-1,4505,607,8,-1,0,1,1,58,-1,1,1,0,1,0,0,0,0,0,0,0.5,0.0,0.5156,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.5,3,0.5,0,0,1,0,1,1,0,0,6,-1,170,195,6,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.4844,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.47619,2,0.47619,0,0,1,1,1,1,0,0,8,-1,4806,307,8,-1,0,1,1,29,-1,1,0,0,1,1,0,0,1,0,0,0.7188,0.4688,0.5156,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.85,0,0.85,1,0,1,1,1,1,0,0,6,-1,5110,3,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,1,0.6562,0.0,0.4219,1,0,0,0,1,1,220,0,1,0,1,0,phishing,visual brand match on unauthorized domain,partial,success,success,skipped,http_403,invalid,success,1
0.6,1,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,-1,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.6,1,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
0.85,0,0.85,1,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.4375,1,0,0,1,0,0,220,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,partial,success,success,skipped,http_403,invalid,success,0
0.6,1,0.6,0,0,1,1,1,1,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0.5312,0.0,0.5781,0,0,0,1,0,0,220,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,invalid,success,0
