url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,having_ip,have_at_symbol,url_length,url_depth,redirection,http_domain,tiny_url,prefix_suffix,digit_count,special_char_count,entropy,lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,matched_brand_domain,registered_domain,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,page_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,brand_token_or_logo_present,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,visual_brand_domain_mismatch,favicon_hash,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash,html_dom_hash_matches_known_phish,same_html_hash_domain_count_7d,fetch_status_code,fetch_error,dns_error,tls_error,dns_status,http_status,tls_status,page_status,nameservers,registrant_name,registrar_name,hosting_isp,hosting_country,registrant_country,rdap_status,whois_status,extraction_status,high_lexical_similarity,no_login_form,no_brand_visual_claim,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,label_conflict,include_in_ml,label,standard_score,standard_threshold,standard_prediction,hardened_score,hardened_threshold,hardened_prediction,final_classification,classification_confidence,recommended_action,classification_reason
http://visionu.com,visionu.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,18,0,0,0,0,0,0,0,3.725480556997868,0.666667,1,0.666667,0,0,1,0,jio.com,visionu.com,1,1,52.20.84.62,0,0,6,-1,5142,336,6,-1,1,1,1,66,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,d55b4d3202bbaf14,0,0,00fd90835fe24224,0,201,403,,,,success,http_403,success,success,ns1.atom.com;ns2.atom.com,,"TurnCommerce, Inc. DBA NameBright.com",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.07848009124981209,0.825,0,0.9867267152549469,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://visitcanva.com,visitcanva.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,21,0,0,0,0,0,0,0,3.6897037321995474,0.666667,2,0.666667,0,0,1,0,infiniti.icicibank.com,visitcanva.com,1,1,167.172.228.26,0,0,6,-1,1488,338,6,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TooManyRedirects,,SSLCertVerificationError,success,error,invalid,empty,ns1.clksite.com;ns2.clksite.com,,"Media Elite Holdings Limited, S.A.",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.01,0.825,0,0.4843183023538083,0.5299999999999999,0,low_risk,low,no_phishing_action,both models are below threshold and pipeline status is not suspicious
http://korolek-moei-lubvi.online,korolek-moei-lubvi.online,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,32,0,0,0,0,1,0,2,3.991729296672175,0.432432,3,0.432432,0,0,1,0,rebit.org.in,korolek-moei-lubvi.online,1,1,91.236.136.29,0,0,6,-1,25,340,6,-1,0,1,1,25,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,dbaddc3e930affd1,0,2,200,,,,success,success,success,success,ns1.webhost1.com;ns2.webhost1.com;ns3.webhost1.org;ns4.webhost1.org,,Registrar of Domain Names REG.RU LLC,,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.14100489027275193,0.825,0,0.965879543623332,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://fahrrad-sachverstaendiger.com,fahrrad-sachverstaendiger.com,sac.gov.in,Indian Space Research Organisation (ISRO),unlabeled,main_detector_targets,0,0,0,36,0,0,0,0,1,0,1,4.107017709595357,0.85,0,0.85,0,0,0,0,sac.gov.in,fahrrad-sachverstaendiger.com,1,1,81.169.145.86,0,0,6,-1,5873,336,6,6,0,1,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,d28e23b45675ce13,0,10,200,,,SSLError,success,success,invalid,success,docks01.rzone.de;shades17.rzone.de,,Cronon GmbH,Strato GmbH,,,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.09546840958605664,0.825,0,0.8076570163095996,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://visual-brands.com,visual-brands.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,24,0,0,0,0,1,0,1,4.251629167387823,0.571429,2,0.571429,0,0,1,0,sbicard.com,visual-brands.com,1,1,76.223.105.230,0,0,6,-1,26,339,8,-1,1,1,1,25,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,969738de61618667,0,0,6d650d9222342f07,0,1,200,,,,success,success,success,success,ns67.domaincontrol.com;ns68.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.3517144612298476,0.825,0,0.9770570455852773,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://max8k.vip,max8k.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,1,0,3.625,0.5,3,0.5,0,0,1,0,airtelpayments.bank.in,max8k.vip,1,1,103.211.100.214,0,0,-1,-1,-1,-1,-1,6,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7ffe21fadeef67b7,0,3,401,,,ConnectionRefusedError,success,http_401,error,success,,,,June Hu,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.03480452905312928,0.825,0,0.5311896451401235,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://gzoxy.vip,gzoxy.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,0,0,3.625,0.421053,2,0.421053,0,0,1,0,eci.gov.in,gzoxy.vip,1,1,174.35.96.70,0,0,-1,-1,-1,-1,-1,-1,0,1,1,34,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,562aab8b84eacac2,0,1,403,,,,success,http_403,success,success,,,,,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.062404882860585965,0.825,0,0.9719257216650071,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://discovi.com,discovi.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,18,0,0,0,0,0,0,0,3.614369445886757,0.666667,2,0.666667,0,0,1,0,jio.com,discovi.com,1,1,52.44.244.98,0,0,6,-1,2611,311,6,8,1,0,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,2c75d686e8fee247,0,1,200,,,TimeoutError,success,success,error,success,ns1.namebrightdns.com;ns2.namebrightdns.com,,"TurnCommerce, Inc. DBA NameBright.com",Amazon Technologies Inc.,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.10696239285815473,0.825,0,0.1333936028444515,0.5299999999999999,0,low_risk,low,no_phishing_action,both models are below threshold and pipeline status is not suspicious
http://reservebank.us,reservebank.us,rbi.org.in,Reserve Bank of India (RBI),unlabeled,main_detector_targets,0,0,0,21,0,0,0,0,0,0,0,3.7849418274376423,0.85,0,0.85,0,0,0,0,rbi.org.in,reservebank.us,1,1,13.248.169.48,0,0,-1,-1,-1,-1,-1,-1,1,1,1,311,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,,,,,,,unavailable,success,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.05612683621840578,0.825,0,0.98,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://sacredlightministries.store,sacredlightministries.store,sac.gov.in,Indian Space Research Organisation (ISRO),unlabeled,main_detector_targets,0,0,0,34,0,0,0,0,0,0,0,3.878068268345523,0.85,0,0.85,0,0,0,0,sac.gov.in,sacredlightministries.store,1,1,74.208.236.7,0,0,6,-1,26,339,6,6,1,1,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,ee0e57cac07acb92,0,7,200,,,SSLError,success,success,invalid,success,ns1053.ui-dns.de;ns1084.ui-dns.biz;ns1112.ui-dns.com;ns1125.ui-dns.org,,IONOS SE,IONOS Inc.,,,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.08823664992940429,0.825,0,0.19421797400478824,0.5299999999999999,0,suspicious_needs_review,low,manual_review_or_monitor,pipeline status is suspected_active_no_phish_evidence but both models are below threshold
http://snuju.vip,snuju.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,0,0,3.5,0.5,3,0.5,0,0,1,0,portal.bsnl.in,snuju.vip,1,1,177.210.53.8,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,1,2,0,1,0,0,0,0,0,0,0,0,aa3a05e5485e7679,0,0,e867f2cd56056eb3,0,2,200,,,,success,success,success,success,,,,,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.302814066307117,0.825,0,0.9769257216650071,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://lyvi.xyz,lyvi.xyz,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,15,0,0,0,0,0,0,0,3.506890595608519,0.75,1,0.75,0,0,1,0,myvi.in,lyvi.xyz,1,1,76.223.54.146,0,0,6,-1,25,340,6,8,1,0,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,TimeoutError,success,success,error,success,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns101.verify.hn,,"GMO Internet Group, Inc. d/b/a Onamae.com	","Amazon.com, Inc.",,,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.06826804816748877,0.825,0,0.11503309680833014,0.5299999999999999,0,suspicious_needs_review,low,manual_review_or_monitor,pipeline status is suspected_active_no_phish_evidence but both models are below threshold
http://vionvideo.com,vionvideo.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,20,0,0,0,0,0,0,0,3.684183719779189,0.6,1,0.6,0,0,1,0,jio.com,vionvideo.com,1,1,5.9.248.74,0,0,6,-1,3681,336,6,6,0,1,0,-1,-1,1,1,0,0,1,1,0,0,0,1,0,0,0,,0,0,33ed5a0239e623aa,0,1,200,,,SSLCertVerificationError,success,success,invalid,success,dns01.vionhost.com;dns02.vionhost.com;dns03.vionhost.com,,Hetzner Online GmbH,HOS-GUN,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.41546840958605663,0.825,0,0.5535735631524854,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://vilanyventures.com,vilanyventures.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,25,0,0,0,0,0,0,0,4.1336606896881865,0.540541,3,0.540541,0,0,1,0,airindiaexpress.com,vilanyventures.com,1,1,76.223.67.189,0,0,6,-1,394,336,8,-1,1,1,1,31,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,ns23.domaincontrol.com;ns24.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.008236649929404285,0.825,0,0.9266896249705464,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://megarich.vip,megarich.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,19,0,0,0,0,0,0,0,3.7216117239699016,0.521739,3,0.521739,0,0,1,0,kavach.mail.gov.in,megarich.vip,1,1,172.67.132.167,0,0,-1,-1,-1,-1,-1,-1,0,1,1,19,-1,1,1,1,0,1,1,0,0,1,1,0,1,1,c4c835953a186f6f,0,0,07d80ad899c61abb,0,1,200,,,,success,success,success,success,,,,,,,error,success,partial,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,1.0,0.825,1,0.9769257216650071,0.5299999999999999,1,confirmed_phishing,high,block_or_escalate_as_phishing,standard model exceeds conservative high-confidence threshold
http://512yn.vip,512yn.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,3,0,3.625,0.421053,2,0.421053,0,0,1,0,nha.gov.in,512yn.vip,1,1,118.107.247.39,0,0,-1,-1,-1,-1,-1,6,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,TimeoutError,,ConnectionRefusedError,success,error,error,empty,,,,IRT-MYTEKTRAD-AU,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.024804529053129278,0.825,0,0.6588309322763106,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://villagepointoyota.com,villagepointoyota.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,28,0,0,0,0,0,0,0,3.878783493486176,0.516129,2,0.516129,0,0,1,0,pnbint.com,villagepointoyota.com,1,1,13.248.213.45,0,0,6,-1,4961,517,6,8,1,1,1,25,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,ns05.domaincontrol.com;ns06.domaincontrol.com,,"Wild West Domains, LLC",Amazon Technologies Inc.,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.023236649929404284,0.825,0,0.9385838777505684,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://makecl.com,makecl.com,eci.gov.in,Election Commision of India (ECI),unlabeled,main_detector_targets,0,0,0,17,0,0,0,0,0,0,0,3.6168746059562222,0.666667,1,0.666667,0,0,1,0,iocl.com,makecl.com,1,1,44.227.76.166,0,0,6,-1,394,336,4,-1,1,1,1,29,-1,1,1,1,0,1,1,0,1,0,0,0,0,0,c1d9307645dd9077,0,0,9a4b77b88bfdc293,0,1,200,,,,success,success,success,success,curitiba.ns.porkbun.com;fortaleza.ns.porkbun.com;maceio.ns.porkbun.com;salvador.ns.porkbun.com,,Porkbun LLC,,,,success,skipped,complete,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.38408832337836657,0.825,0,0.991467492921946,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://virtualeventsite.net,virtualeventsite.net,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,27,0,0,0,0,0,0,0,3.587858798299508,0.428571,2,0.428571,0,0,1,0,iciciprulife.com,virtualeventsite.net,1,1,198.54.117.242,0,0,6,-1,27,338,4,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,ServerDisconnectedError,,ConnectionRefusedError,success,error,error,empty,failed-whois-verification.namecheap.com;verify-contact-details.namecheap.com,,"NameCheap, Inc.",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.009804529053129278,0.825,0,0.5028397910086153,0.5299999999999999,0,low_risk,low,no_phishing_action,both models are below threshold and pipeline status is not suspicious
http://viajar-life.com,viajar-life.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,22,0,0,0,0,1,0,1,4.095795255000934,0.666667,2,0.666667,0,0,1,0,axismaxlife.com,viajar-life.com,1,1,13.248.243.5,0,0,6,-1,2217,705,8,-1,1,1,1,22,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,969738de61618667,0,0,27bc7d86241556b6,0,1,200,,,,success,success,success,success,ns17.domaincontrol.com;ns18.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.3567144612298476,0.825,0,0.9845006403589691,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://63035.vip,63035.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,5,0,3.5,0.315789,2,0.421053,0,0,1,0,eci.gov.in,63035.vip,1,1,66.232.4.204,0,0,-1,-1,-1,-1,-1,-1,0,1,1,34,-1,1,1,2,0,1,0,0,0,0,0,0,0,0,,0,0,971688304700230a,0,455,200,,,,success,success,success,success,,,,,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.25230481676155814,0.825,0,0.9769257216650071,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://sindarcirneci.com,sindarcirneci.com,eci.gov.in,Election Commision of India (ECI),unlabeled,main_detector_targets,0,0,0,24,0,0,0,0,0,0,0,3.855388542207534,0.85,0,0.85,0,0,0,0,eci.gov.in,sindarcirneci.com,1,1,3.33.130.190,0,0,6,-1,1125,1067,8,-1,1,1,1,181,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,ns21.domaincontrol.com;ns22.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.018842283732221188,0.825,0,0.9403456640388115,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://peyzi.vip,peyzi.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,0,0,3.327819531114783,0.526316,2,0.526316,0,0,1,0,eci.gov.in,peyzi.vip,1,1,45.126.183.228,0,0,-1,-1,-1,-1,-1,6,0,1,1,30,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,931280304702238e,0,161,200,,,,success,success,success,success,,,,IRT-ACTIONPOSLLC-AP,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.19669918295874125,0.825,0,0.9705969995747458,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://vishloans.online,vishloans.online,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,23,0,0,0,0,0,0,0,3.7081320646586016,0.666667,3,0.666667,0,0,1,0,homeloans.sbi,vishloans.online,1,1,2.57.91.92,0,0,6,-1,391,339,6,-1,1,1,0,-1,-1,1,1,0,0,1,1,0,0,0,1,0,0,0,,0,0,8a9c29958c9783dd,0,118,200,,,SSLError,success,success,invalid,success,ns1.dns-expired.com;ns2.dns-expired.com,,"HOSTINGER operations, UAB",,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.31046840958605665,0.825,0,0.045238532333760094,0.5299999999999999,0,low_risk,low,no_phishing_action,both models are below threshold and pipeline status is not suspicious
http://yh6899.vip,yh6899.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,17,0,0,0,0,0,4,0,3.499227547132693,0.4,2,0.4,0,0,1,0,nha.gov.in,yh6899.vip,1,1,156.253.14.18,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,ServerDisconnectedError,,ConnectionRefusedError,success,error,error,empty,,,,,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.01980452905312928,0.825,0,0.5037935087612513,0.5299999999999999,0,low_risk,low,no_phishing_action,both models are below threshold and pipeline status is not suspicious
http://vinhoboi.com,vinhoboi.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,19,0,0,0,0,0,0,0,3.576617644908666,0.636364,3,0.636364,0,0,1,0,pnbint.com,vinhoboi.com,1,1,54.230.27.73,0,0,8,-1,26,339,6,-1,0,1,1,8,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,8a2b315c4fa3795c,0,0,c5385ba55d504270,0,2,200,,,,success,success,success,success,ns-1320.awsdns-37.org;ns-1619.awsdns-10.co.uk;ns-76.awsdns-09.com;ns-778.awsdns-33.net,,Name SRS AB,,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.2939462208865,0.825,0,0.9867267152549469,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://vitacenteritw.info,vitacenteritw.info,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,25,0,0,0,0,0,0,0,3.7492750707107136,0.487805,3,0.487805,0,0,1,0,coalindiatenders.nic.in,vitacenteritw.info,1,1,172.67.136.31,0,0,8,-1,35,330,6,-1,0,1,1,35,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,,0,0,1e7ba1a7f3b0715d,0,1,200,,,,success,success,success,success,ruben.ns.cloudflare.com;sureena.ns.cloudflare.com,,"NameSilo, LLC",,,,success,skipped,complete,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.45600489027275193,0.825,0,0.9817267152549469,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://qpdzo.vip,qpdzo.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,0,0,3.452819531114783,0.421053,2,0.421053,0,0,1,0,npr.gov.in,qpdzo.vip,1,1,191.101.132.3,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,ClientOSError,,SSLCertVerificationError,success,error,invalid,empty,,,,,,,error,success,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.03480452905312928,0.825,0,0.7018952824236092,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://virtuallybuckhead.com,virtuallybuckhead.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,28,0,0,0,0,0,0,0,4.208966082694623,0.5,2,0.5,0,0,1,0,sbicard.com,virtuallybuckhead.com,1,1,13.248.213.45,0,0,6,-1,2220,336,8,8,1,1,1,308,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,ns67.domaincontrol.com;ns68.domaincontrol.com,,"GoDaddy.com, LLC",Amazon Technologies Inc.,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.013979507948981444,0.825,0,0.9126006624031108,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://nicelygathered.com,nicelygathered.com,accounts.mgovcloud.in,National Informatics Centre (NIC),unlabeled,main_detector_targets,0,0,0,25,0,0,0,0,0,0,0,4.023465189601647,0.85,0,0.85,0,0,0,0,accounts.mgovcloud.in,nicelygathered.com,1,1,3.33.130.190,0,0,6,-1,1855,336,8,-1,1,1,1,61,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,ns45.domaincontrol.com;ns46.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.008842283732221186,0.825,0,0.9430782085011765,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://visiontents.com,visiontents.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,22,0,0,0,0,0,0,0,3.64124980045548,0.592593,3,0.592593,0,0,1,0,kfintech.com,visiontents.com,1,1,15.197.225.128,0,0,6,-1,3681,702,8,-1,1,1,1,241,-1,0,0,2,2,0,0,0,0,0,0,0,0,0,,0,0,7ee105d58100b3f7,0,1,404,,,,success,http_404,success,success,ns73.domaincontrol.com;ns74.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.14933438500562266,0.825,0,0.9845954567975721,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://vinbargain.com,vinbargain.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,21,0,0,0,0,0,0,0,3.916126946588284,0.666667,2,0.666667,0,0,1,0,pnbint.com,vinbargain.com,1,1,172.239.57.117,0,0,6,-1,758,337,4,-1,1,1,1,28,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,d6651e40ec1d53eb,0,421,200,,,,success,success,success,success,dns101.registrar-servers.com;dns102.registrar-servers.com,,"NameCheap, Inc.",,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.040610512077923176,0.825,0,0.9821490043929312,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
